id,desc_tr
C1507,Fren Çekiş Kontrolü Zaman Aşımını Aştı
C1508,Motorun Çekiş Kontrolü Zaman Aşımını Aştı
C1510,Sağ Ön Tekerlek Basıncı Düşürme Performans Sorunu
C1511,Sol Ön Tekerlek Basıncı Azaltma Performans Sorunu
C1512,Sağ Arka Tekerlek Basıncı Düşürme Performans Sorunu
C1513,Sol Arka Tekerlek Basıncı Düşürme Performans Sorunu
C1699,Sol Arka Sensör Devresi Vbat'a Kısa Devre
C1700,Sol Arka Sensör Devre Arızası
C1701,Sol Arka Sensör Devre Arızası
C1702,Sağ Arka Sensör Devresi Vbat'a Kısa Devre
C1703,Sağ Arka Sensör Devre Arızası
C1704,Sağ Arka Sensör Devre Arızası
C1705,Sol Arka Orta Sensör Devresi Vbat'a Kısa Devre
C1706,Sol Arka Orta Sensör Devre Arızası
C1707,Sol Arka Orta Sensör Devre Arızası
C1708,Sağ Arka Orta Sensör Devresi Vbat'a Kısa Devre
C1709,Sağ Arka Orta Sensör Devre Arızası
C1710,Sağ Arka Orta Sensör Devre Arızası
C1711,Sol Ön Sensör Devresi Vbat'a Kısa Devre
C1712,Sol Ön Sensör Devre Arızası
C1713,Sol Ön Sensör Devre Arızası
C1714,Sağ Ön Sensör Devresi Vbat'a Kısa Devre
C1715,Sağ Ön Sensör Devre Arızası
C1716,Sağ Ön Sensör Devre Arızası
C1717,Sol Ön Orta Sensör Devresi Vbat'a Kısa Devre
C1718,Sol Ön Orta Sensör Devre Arızası
C1719,Sol Ön Orta Sensör Devre Arızası
C1721,Havalı Süspansiyon Yükseklik Sensörü Güç Devresi Açık
C1722,Havalı Süspansiyon Yükseklik Sensörü Güç Devresi Aküye Kısa Devre
C1723,Havalı Süspansiyon Yükseklik Sensörü Güç Devresi Şasiye Kısa Devre
C1724,Havalı Süspansiyon Yükseklik Sensörü Güç Devresi Arızası
C1725,Hava Süspansiyonu Ön Pnömatik Arızası
C1726,Hava Süspansiyonu Arka Pnömatik Arızası
C1727,Hava Süspansiyon Rezervuarı Pnömatik Arızası
C1728,Transfer Kutusu 2H ile 4H arasında geçiş yapamıyor
C1729,Transfer Kutusu 4H ve 4L arasında geçiş yapamıyor
C1730,Referans Gerilimi Aralık Dışında (+5 v)
C1731,Havalı Süspansiyon LF Viraj Yukarı Zaman Aşımı
C1732,Havalı Süspansiyon LF Viraj Aşağı Zaman Aşımı
C1733,Hava Süspansiyonlu RF Köşe Yukarı Zaman Aşımı
C1734,Hava Süspansiyonu RF Köşe Aşağı Zaman Aşımı
C1735,Havalı Süspansiyon LR Köşe Yukarı Zaman Aşımı
C1736,Havalı Süspansiyon LR Viraj Aşağı Zaman Aşımı
C1737,Havalı Süspansiyon RR Virajda Zaman Aşımı
C1738,Havalı Süspansiyon RR Viraj Aşağı Zaman Aşımı
C1739,Sağ Ön Orta Sensör Devresi Vbat'a Kısa Devre
C1740,Sağ Ön Orta Sensör Devre Arızası
C1741,Sağ Ön Orta Sensör Devre Arızası
C1742,Arka Siren Devre Arızası
C1743,Arka Siren Devresi Vbatt'a Kısa Devre
C1744,Ön Siren Devre Arızası
C1745,Ön Siren Devresi Vbatt'a Kısa Devre
C1748,Giriş Devresini Gnd'ye Kısa Devre Ettir
C1749,Römork Giriş Devresi Arızası
C1750,Hızlandırıcı Konum Sensörü Aralık Dışında
C1751,Araç Hız Sensörü # 1 Çıkış Devresi Vbatt'a Kısa Devre
C1752,Araç Hız Sensörü # 1 Çıkış Devresi Gnd'ye Kısa Devre
C1753,Hidrolik Debriyaj Ayar Elemanı Valfı Sinyal Arızası
C1754,Hidrolik Debriyaj Ayar Elemanı Valfı Devre Arızası
C1755,Güç Limiti Kapatma Arızası
C1756,Havalı Süspansiyon Ön Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Arızası
C1757,Havalı Süspansiyon Ön Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Açık
C1758,Havalı Süspansiyon Ön Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Aküye Kısa Devre
C1759,Havalı Süspansiyon Ön Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Şasiye Kısa Devre
C1760,Havalı Süspansiyon Arka Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Arızası
C1761,Havalı Süspansiyon Arka Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Açık
C1762,Havalı Süspansiyon Arka Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Aküye Kısa Devre
C1763,Havalı Süspansiyon Arka Yükseklik Sensörü Yüksek (SE) Sinyal Devresi Şasiye Kısa Devre
C1765,Havalı Süspansiyon Arka Yükseklik Sensörü Düşük Sinyal Devresi Arızası
C1766,Havalı Süspansiyon Arka Yükseklik Sensörü Düşük Sinyal Devresi Açık
C1767,Havalı Süspansiyon Arka Yükseklik Sensörü Düşük Sinyal Devresi Aküye Kısa Devre
C1768,Havalı Süspansiyon Arka Yükseklik Sensörü Düşük Sinyal Devresi Şasiye Kısa Devre
C1770,Hava Süspansiyon Havalandırma Solenoidi Çıkış Devresi Arızası
C1771,Hava Süspansiyon Havalandırma Solenoidi Çıkış Devresi Açık
C1772,Hava Süspansiyon Havalandırma Solenoidi Çıkış Devresi Aküye Kısa Devre
C1773,Hava Süspansiyon Havalandırma Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1774,Soğutucu Sıcaklığı Aralık Dışında
C1775,DC-DC Dönüştürücü Arızası
C1776,Kalorifer Sistemi Arızası
C1777,Vakum Basınç Devresi Arızası
C1778,Servo Direksiyon Arızası
C1779,Üfleyici Anahtarı Arızası
C1780,Sıcaklık Seçimi Arızası
C1781,Motor Soğutma Suyu Sıcaklık Sinyali Eksik/Arıza
C1790,Havalı Süspansiyon Sol Hava Yayı/Amortisör Solenoidi Çıkış Devresi Arızası
C1791,Havalı Süspansiyon Sol Hava Yayı/Amortisör Solenoidi Çıkış Devresi Açık
C1792,Havalı Süspansiyon Sol Hava Yayı/Amortisör Solenoidi Çıkış Devresi Aküye Kısa Devre
C1793,Havalı Süspansiyon Sol Sol Hava Yayı/Amortisör Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1795,Hava Süspansiyonu RR Hava Yayı/Amortisör Solenoidi Çıkış Devresi Arızası
C1796,Havalı Süspansiyon Sağ Arka Hava Yayı/Amortisör Solenoidi Çıkış Devresi Açık
C1797,Havalı Süspansiyon Sağ Arka Hava Yayı/Amortisör Solenoidi Çıkış Devresi Aküye Kısa Devre
C1798,Havalı Süspansiyon Sağ Arka Hava Yayı/Amortisör Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1800,Hava Süspansiyon Rezervuarı Solenoidi Devre Arızası
C1805,Eşleşmeyen PCM ve/veya ABS-TC Modülü
C1813,Hava Süspansiyonu Sol Havalandırma Talebi Maksimum Zamanlamayı Aştı
C1814,Hava Süspansiyonu RR Havalandırma Talebi Maksimum Zamanlamayı Aştı
C1818,Hava Süspansiyonu LR Hava Sıkıştırma Talebi Maksimum Zamanlamayı Aştı
C1819,Hava Süspansiyonu RR Hava Sıkıştırma Talebi Maksimum Zamanlamayı Aştı
C1820,Hava Süspansiyonu RF Hava Sıkıştırma Talebi Maksimum Zamanlamayı Aştı
C1830,Hava Süspansiyon Kompresörü Rölesi Devre Arızası
C1831,Hava Süspansiyon Kompresörü Rölesi Devresi Açık
C1832,Hava Süspansiyon Kompresörü Röle Devresi Aküye Kısa Devre
C1833,Hava Süspansiyon Kompresörü Rölesi Devresi Şasiye Kısa Devre
C1834,Gösterge Sürücüsü Akım Arızası
C1835,Akım Algılama Devre Arızası
C1836,Pil Sıcaklığı Aralık Dışında
C1837,Akü Isıtıcı Devre Arızası
C1838,Şarj Sistemi Arızası
C1839,Sızıntı Arızası
C1840,Hava Süspansiyonunu Devre Dışı Bırakma Anahtarı Devre Arızası
C1841,Hava Süspansiyonunu Devre Dışı Bırakma Anahtarı Devresi Açık
C1842,Havalı Süspansiyon Devre Dışı Bırakma Anahtarı Devresi Aküye Kısa Devre
C1843,Havalı Süspansiyon Devre Dışı Bırakma Anahtarı Devresi Şasiye Kısa Devre
C1844,Hava Süspansiyonu İkincil Ön Şişirme Solenoidi Çıkış Devresi Arızası
C1845,Hava Süspansiyonu Ön Şişirici Solenoidi Çıkış Devresi Arızası
C1846,Hava Süspansiyonu Ön Şişirme Solenoidi Çıkış Devresi Açık
C1847,Hava Süspansiyonu Ön Şişirici Solenoidi Çıkış Devresi Aküye Kısa Devre
C1848,Hava Süspansiyonu Ön Şişirici Solenoid Çıkış Devresi Şasiye Kısa Devre
C1849,Ana Silindir Basıncı Aralık Dışında
C1850,Havalı Süspansiyon Uyarı Lambası Devre Arızası
C1851,Havalı Süspansiyon Uyarı Lambası Devresi Açık
C1852,Havalı Süspansiyon Uyarı Lambası Devresi Aküye Kısa Devre
C1853,Havalı Süspansiyon Uyarı Lambası Devresi Şasiye Kısa Devre
C1854,Motor Sıcaklığı Aralık Dışında
C1855,Hızlanma Konumu Sensörü Çatışması
C1856,Çekiş Motoru Kodlayıcı devresi Arızası
C1859,PRNDL Giriş #2 Devre Arızası
C1860,PRNDL Giriş #3 Devre Arızası
C1861,PRNDL Girişi #4 Devre Arızası
C1862,Kontaktör Devre Arızası
C1863,Harici Şarj Arızası
C1864,Akü Modülü Arızası
C1865,Hava Süspansiyonu Arka Şişirici Solenoid Çıkış Devresi Arızası
C1866,Hava Süspansiyonu Arka Şişirici Solenoidi Çıkış Devresi Açık
C1867,Hava Süspansiyonu Arka Şişirici Solenoid Çıkış Devresi Aküye Kısa Devre
C1868,Hava Süspansiyonu Arka Şişirici Solenoid Çıkış Devresi Şasiye Kısa Devre
C1869,Hava Süspansiyon Kapısı Solenoidi Çıkış Devresi Arızası
C1870,Hava Süspansiyon Kapısı Solenoidi Çıkış Devresi Açık
C1871,Hava Süspansiyon Kapısı Solenoidi Çıkış Devresi Aküye Kısa Devre
C1872,Hava Süspansiyon Kapısı Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1873,Hava Süspansiyon RF Hava Yay Solenoidi Çıkış Devresi Arızası
C1874,Hava Süspansiyon RF Hava Yay Solenoidi Çıkış Devresi Açık
C1875,Havalı Süspansiyon RF Havalı Yay Solenoidi Çıkış Devresi Aküye Kısa Devre
C1876,Havalı Süspansiyon RF Havalı Yay Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1877,Havalı Süspansiyon Sol Havalı Yay Solenoidi Çıkış Devresi Arızası
C1878,Havalı Süspansiyon Sol Hava Yay Solenoidi Çıkış Devresi Açık
C1879,Havalı Süspansiyon Sol Havalı Yay Solenoidi Çıkış Devresi Aküye Kısa Devre
C1880,Havalı Süspansiyon Sol Havalı Yay Solenoidi Çıkış Devresi Şasiye Kısa Devre
C1881,Havalı Süspansiyon RF Yükseklik Sensörü Devre Arızası
C1882,Havalı Süspansiyon RF Yükseklik Sensörü Devresi Açık
C1883,Havalı Süspansiyon RF Yükseklik Sensörü Devresi Aküye Kısa Devre
C1884,Havalı Süspansiyon RF Yükseklik Sensörü Devresi Şasiye Kısa Devre
C1885,Havalı Süspansiyon Sağ Arka Yükseklik Sensörü Devre Arızası
C1886,Havalı Süspansiyon Sağ Sağ Yükseklik Sensörü Devresi Açık
C1887,Havalı Süspansiyon Sağ Sağ Yükseklik Sensörü Devresi Aküye Kısa Devre
C1888,Havalı Süspansiyon Sağ Sağ Yükseklik Sensörü Devresi Şasiye Kısa Devre
C1889,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devre Arızası
C1890,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Açık
C1891,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Aküye Kısa Devre
C1892,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Şasiye Kısa Devre
C1893,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devre Arızası
C1894,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Açık
C1895,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Aküye Kısa Devre
C1896,Havalı Süspansiyon Sol Sol Yükseklik Sensörü Devresi Şasiye Kısa Devre
C1897,Direksiyon VAPS II Devre Döngüsü Arızası
C1898,Direksiyon VAPS II Devre Döngüsü Açık
C1899,Direksiyon VAPS II Devre Döngüsü Aküye Kısa Devre
C1900,Direksiyon VAPS II Devre Döngüsü Şasiye Kısa Devre
C1901,Sürüş Kontrolü RR Şok Ayar Elemanı Devre Arızası
C1902,Sürüş Kontrolü RR Şok Ayar Elemanı Devresi Açık
C1903,Sürüş Kontrolü RR Şok Ayar Elemanı Devresi Aküye Kısa Devre
C1904,Sürüş Kontrolü RR Şok Ayar Elemanı Devresi Şasiye Kısa Devre
C1905,Sürüş Kontrolü Sağ Sol Şok Ayar Elemanı Devre Arızası
C1906,Sürüş Kontrolü Sağ Sol Şok Ayar Elemanı Devresi Açık
C1907,Sürüş Kontrolü Sağ Sol Şok Ayar Elemanı Devresi Aküye Kısa Devre
C1908,Sürüş Kontrolü Sağ Sol Şok Ayar Elemanı Devresi Şasiye Kısa Devre
C1909,Sürüş Kontrolü RF Şok Aktüatör Devre Arızası
C1910,Sürüş Kontrolü RF Şok Aktüatör Devresi Açık
C1911,Sürüş Kontrolü RF Şok Ayar Elemanı Devresi Aküye Kısa Devre
C1912,Sürüş Kontrolü RF Şok Aktüatör Devresi Şasiye Kısa Devre
C1913,Sürüş Kontrolü Sol Şok Ayar Elemanı Devre Arızası
C1914,Sürüş Kontrolü Sol Şok Ayar Elemanı Devresi Açık
C1915,Sürüş Kontrolü Sol Şok Ayar Elemanı Devresi Aküye Kısa Devre
C1916,Sürüş Kontrolü Sol Şok Ayar Elemanı Devresi Şasiye Kısa Devre
C1917,Direksiyon EVO Aralık Dışı Arızası
C1918,Hava Süspansiyonlu Sürüş Yüksekliği Seçim Anahtarı Devre Arızası
C1920,Led #1 Devre Arızası
C1921,VAPS Solenoid Aktüatör Çıkış Devresi Arızası
C1922,VAPS Solenoid Aktüatör Çıkış Devresi Açık
C1923,VAPS Solenoid Çalıştırıcı Çıkış Devresi Aküye Kısa Devre
C1924,VAPS Solenoid Aktüatör Çıkış Devresi Şasiye Kısa Devre
C1925,VAPS Solenoid Aktüatör Dönüş Devresi Arızası
C1926,VAPS Solenoid Aktüatör Dönüş Devresi Açık
C1927,VAPS Solenoid Çalıştırıcı Dönüş Devresi Aküye Kısa Devre
C1928,VAPS Solenoid Çalıştırıcı Dönüş Devresi Şasiye Kısa Devre
C1929,Hava Süspansiyonu Ön Kompresör Rölesi Devre Arızası
C1930,Hava Süspansiyonu Ön Kompresör Rölesi Devresi Açık
C1931,Hava Süspansiyon Ön Kompresörü Röle Devresi Aküye Kısa Devre
C1932,Hava Süspansiyonu Ön Kompresör Rölesi Devresi Şasiye Kısa Devre
C1933,Solenoid Akımı Aralık Dışında
C1934,HPU (Hidrolik Pompa Ünitesi) Basınçlandırma Arızası
C1935,Zil Devresi Arızası
C1936,Hidrolik Pompa Rölesi Devre Arızası
C1937,Direksiyon Açı Sensörü Ofseti Arızası
C1938,Geçersiz Direksiyon Açısı Sensörü Kimliği
C1939,Fren Basınç Anahtarı Giriş Devresi Arızası
C1940,Fren Basınç Anahtarı Mekanik Arızası
C1942,Tanınmayan Güç Aktarma Organı Yapılandırması
C1943,Hava Yastığı Açılma Göstergesi Giriş Arızası
C1944,Gösterge Sürücüsü Devre Arızası
C1945,Park Anahtarı Araç Hareket Halindeyken Park Etmeyi Gösterir
C1946,Koltuk Pist Konumu Anahtarı Devresi Açık
C1947,Koltuk Pist Konumu Anahtarı Devresi Şasiye Kısa Devre
C1948,Koltuk Pisti Pozisyon Anahtarı Devre Direnci Aralık Dışında
C1949,İvme Ölçer Sensörü Devresi Açık
C1950,İvme Ölçer Sensörü Devre Arızası
C1951,Yanal İvme Ölçer Sensörü Devresi Açık
C1952,Yalpalama Oranı Sensörü Devresi Açık
C1953,Ana Silindir Basınç Sensörü Devresi Açık
C1954,Ana Silindir Basınç Sensörü Devre Arızası
C1955,Direksiyon Açısı Sensörü Devresi Açık
C1956,Direksiyon Açısı Sensörü Devre Arızası
C1957,Dinamik Stabilite Kontrol Valfı RF Devre Arızası
C1958,Dinamik Stabilite Kontrol Valfı LF Devre Arızası
C1959,Yanal İvme Ölçer Sensörü Devre Arızası
C1960,Sürücü Freni Uygulama Devresi Arızası
C1961,Park Lambası Rölesi Bobini Devre Arızası
C1962,Park Lambası Röle Bobini Aküye Kısa Devre
C1963,Denge Kontrolü Engelleme Uyarısı
C2767,Rezerve Edildi - Henüz Belirlenmedi
U1000,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1001,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1002,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1003,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1004,SCP (J1850) EEC Programlaması için Geçersiz veya Eksik Veri
U1005,SCP (J1850) EEC Programlaması için Geçersiz veya Eksik Veri
U1006,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1007,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1008,SCP (J1850) Motor Torku İçin Geçersiz veya Eksik Veri
U1009,SCP (J1850) Motor Torku İçin Geçersiz veya Eksik Veri
U1010,SCP (J1850) Motor Hava Girişi için Geçersiz veya Eksik Veri
U1011,SCP (J1850) Motor Hava Girişi için Geçersiz veya Eksik Veri
U1012,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1013,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1014,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1015,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1016,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1017,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1018,SCP (J1850) Kısma için Geçersiz veya Eksik Veri
U1019,SCP (J1850) Kısma için Geçersiz veya Eksik Veri
U1020,SCP (J1850) Klima Debriyajı için Geçersiz veya Eksik Veri
U1021,SCP (J1850) Klima Debriyajı için Geçersiz veya Eksik Veri
U1022,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1023,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1024,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1025,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1026,SCP (J1850) Motor Devri için Geçersiz veya Eksik Veri
U1027,SCP (J1850) Motor Devri için Geçersiz veya Eksik Veri
U1028,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1029,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1030,SCP (J1850) Deney #1 için Geçersiz veya Eksik Veri
U1031,SCP (J1850) Deney #1 için Geçersiz veya Eksik Veri
U1032,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1033,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1034,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1035,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1036,SCP (J1850) Tekerlekler için Geçersiz veya Eksik Veri
U1037,SCP (J1850) Tekerlekler için Geçersiz veya Eksik Veri
U1038,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1039,SCP (J1850) Birincil Kimlik / Araç Hızı için Geçersiz veya Eksik Veri
U1040,SCP (J1850) Araç Hızına İlişkin Geçersiz veya Eksik Veri
U1041,SCP (J1850) Araç Hızına İlişkin Geçersiz veya Eksik Veri
U1042,SCP (J1850) Çekiş Kontrolü için Geçersiz veya Eksik Veri
U1043,SCP (J1850) Çekiş Kontrolü için Geçersiz veya Eksik Veri
U1044,Çekiş Motoru için SCP (J1850) Geçersiz veya Eksik Veri
U1045,Çekiş Motoru için SCP (J1850) Geçersiz veya Eksik Veri
U1046,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1047,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1048,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1049,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1050,SCP (J1850) Frenler için Geçersiz veya Eksik Veri
U1051,SCP (J1850) Frenler için Geçersiz veya Eksik Veri
U1052,SCP (J1850) Direksiyon / Direksiyon Simidi için Geçersiz veya Eksik Veri
U1053,SCP (J1850) Direksiyon / Direksiyon Simidi için Geçersiz veya Eksik Veri
U1054,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1055,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1056,SCP (J1850) Araç Yapılandırması için Geçersiz veya Eksik Veri
U1057,SCP (J1850) Araç Yapılandırması için Geçersiz veya Eksik Veri
U1058,SCP (J1850) Şanzıman / Transaks / PRNDL için Geçersiz veya Eksik Veri
U1059,SCP (J1850) Şanzıman / Transaks / PRNDL için Geçersiz veya Eksik Veri
U1060,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1061,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1062,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1063,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1064,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1065,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1066,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1067,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1068,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1069,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1070,SCP (J1850) Motor Sensörleri için Geçersiz veya Eksik Veri
U1071,SCP (J1850) Motor Sensörleri için Geçersiz veya Eksik Veri
U1072,SCP (J1850) Motor Soğutma Sıvısı için Geçersiz veya Eksik Veri
U1073,SCP (J1850) Motor Soğutma Sıvısı için Geçersiz veya Eksik Veri
U1074,SCP (J1850) Motor Yağı için Geçersiz veya Eksik Veri
U1075,SCP (J1850) Motor Yağı Sıcaklığı İçin Geçersiz veya Eksik Veri
U1076,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1077,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1078,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1079,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1080,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1081,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1082,SCP (J1850) Motor Sistemleri İçin Geçersiz veya Eksik Veri Diğer
U1083,SCP (J1850) Motor Sistemleri İçin Geçersiz veya Eksik Veri Diğer
U1084,SCP (J1850) Güç Aktarma Organı Durum Talebi için Geçersiz veya Eksik Veri
U1085,SCP (J1850) Güç Aktarma Organı Durum Talebi için Geçersiz veya Eksik Veri
U1086,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1087,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1088,SCP (J1850) Askıya Alınması Gereken Geçersiz veya Eksik Veri
U1089,SCP (J1850) Askıya Alınması Gereken Geçersiz veya Eksik Veri
U1090,SCP (J1850) Yasal Olmayan Teşhis için Geçersiz veya Eksik Veri
U1091,SCP (J1850) Yasal Olmayan Teşhis için Geçersiz veya Eksik Veri
U1092,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1093,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1094,SCP (J1850) Deney #2 için Geçersiz veya Eksik Veri
U1095,SCP (J1850) Deney #2 için Geçersiz veya Eksik Veri
U1096,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1097,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1098,SCP (J1850) Araç Hız Kontrolü için Geçersiz veya Eksik Veri
U1099,SCP (J1850) Araç Hız Kontrolü için Geçersiz veya Eksik Veri
U1100,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1101,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1102,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1103,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1104,SCP (J1850) Şasi Durumu Talebi için Geçersiz veya Eksik Veri
U1105,SCP (J1850) Şasi Durumu Talebi için Geçersiz veya Eksik Veri
U1106,SCP (J1850) Yasal Teşhis için Geçersiz veya Eksik Veri
U1107,SCP (J1850) Yasal Teşhis için Geçersiz veya Eksik Veri
U1108,SCP (J1850) Elektrikli Çekiş Tahriki (İnvertör) için Geçersiz veya Eksik Veri
U1109,SCP (J1850) Elektrikli Çekiş Tahriki (İnvertör) için Geçersiz veya Eksik Veri
U1110,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1111,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1112,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1113,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1114,SCP (J1850) Şarj Sistemi için Geçersiz veya Eksik Veri
U1115,SCP (J1850) Şarj Sistemi için Geçersiz veya Eksik Veri
U1116,SCP (J1850) Elektrik Enerjisi Yönetimi için Geçersiz veya Eksik Veri
U1117,SCP (J1850) Elektrik Enerjisi Yönetimi için Geçersiz veya Eksik Veri
U1118,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1119,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1120,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1121,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1122,SCP (J1850) Kilometre Sayacı için Geçersiz veya Eksik Veri
U1123,SCP (J1850) Kilometre Sayacı için Geçersiz veya Eksik Veri
U1124,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1125,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1126,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1127,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1128,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1129,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1130,SCP (J1850) Yakıt Sistemi için Geçersiz veya Eksik Veri
U1131,SCP (J1850) Yakıt Sistemi için Geçersiz veya Eksik Veri
U1132,SCP (J1850) Araç Hareketi İçin Geçersiz veya Eksik Veri
U1133,SCP (J1850) Araç Hareketi İçin Geçersiz veya Eksik Veri
U1134,SCP (J1850) Kontak Anahtarı/Marş Motoru için Geçersiz veya Eksik Veri
U1135,SCP (J1850) Kontak Anahtarı/Marş Motoru için Geçersiz veya Eksik Veri
U1136,SCP (J1850) Anlatılanlar için Geçersiz veya Eksik Veri
U1137,SCP (J1850) Anlatılanlar için Geçersiz veya Eksik Veri
U1138,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1139,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1140,SCP (J1850) Ağ Geçidi için Geçersiz veya Eksik Veri
U1141,SCP (J1850) Ağ Geçidi için Geçersiz veya Eksik Veri
U1142,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
U1143,SCP (J1850) Birincil Kimlik için Geçersiz veya Eksik Veri
